"Pincode","State","District","Hospitalized","Deceased","Recovered"
391775,"GJ","Vadodara",9,0,0
370602,"GJ","Kachchh",1,0,0
392140,"GJ","Vadodara",9,0,0
389220,"GJ","Panch Mahals",1,0,0
384335,"GJ","Mahesana",1,0,0
364140,"GJ","Bhavnagar",6,1,0
394210,"GJ","Surat",11,1,0
394305,"GJ","Surat",11,1,0
389265,"GJ","Panch Mahals",1,0,0
392150,"GJ","Vadodara",9,0,0
391156,"GJ","Vadodara",9,0,0
389190,"GJ","Panch Mahals",1,0,0
389350,"GJ","Panch Mahals",1,0,0
391445,"GJ","Vadodara",9,0,0
389341,"GJ","Panch Mahals",1,0,0
389210,"GJ","Panch Mahals",1,0,0
360460,"GJ","Rajkot",10,0,0
388713,"GJ","Panch Mahals",1,0,0
389235,"GJ","Panch Mahals",1,0,0
384355,"GJ","Mahesana",1,0,0
370455,"GJ","Kachchh",1,0,0
391168,"GJ","Vadodara",9,0,0
389360,"GJ","Panch Mahals",1,0,0
389232,"GJ","Panch Mahals",1,0,0
389380,"GJ","Panch Mahals",1,0,0
370485,"GJ","Kachchh",1,0,0
370425,"GJ","Kachchh",1,0,0
364740,"GJ","Bhavnagar",6,1,0
370615,"GJ","Kachchh",1,0,0
364330,"GJ","Bhavnagar",6,1,0
370640,"GJ","Kachchh",1,0,0
370627,"GJ","Kachchh",1,0,0
393010,"GJ","Vadodara",9,0,0
389320,"GJ","Panch Mahals",1,0,0
390007,"GJ","Vadodara",9,0,0
391121,"GJ","Vadodara",9,0,0
392310,"GJ","Vadodara",9,0,0
370427,"GJ","Kachchh",1,0,0
364002,"GJ","Bhavnagar",6,1,0
370675,"GJ","Kachchh",1,0,0
370205,"GJ","Kachchh",1,0,0
364004,"GJ","Bhavnagar",6,1,0
364120,"GJ","Bhavnagar",6,1,0
370435,"GJ","Kachchh",1,0,0
390010,"GJ","Vadodara",9,0,0
382850,"GJ","Mahesana",1,0,0
389001,"GJ","Panch Mahals",1,0,0
390014,"GJ","Vadodara",9,0,0
394421,"GJ","Surat",11,1,0
390003,"GJ","Vadodara",9,0,0
391346,"GJ","Vadodara",9,0,0
364130,"GJ","Bhavnagar",6,1,0
364240,"GJ","Bhavnagar",6,1,0
364135,"GJ","Bhavnagar",6,1,0
392150,"GJ","Surat",11,1,0
392110,"GJ","Vadodara",9,0,0
364050,"GJ","Bhavnagar",6,1,0
370203,"GJ","Kachchh",1,0,0
393041,"GJ","Vadodara",9,0,0
391740,"GJ","Vadodara",9,0,0
391220,"GJ","Vadodara",9,0,0
370150,"GJ","Kachchh",1,0,0
392160,"GJ","Vadodara",9,0,0
370650,"GJ","Kachchh",1,0,0
370001,"GJ","Kachchh",1,0,0
364265,"GJ","Bhavnagar",6,1,0
370445,"GJ","Kachchh",1,0,0
364270,"GJ","Bhavnagar",6,1,0
394635,"GJ","Surat",11,1,0
391330,"GJ","Vadodara",9,0,0
370460,"GJ","Kachchh",1,0,0
391105,"GJ","Vadodara",9,0,0
364260,"GJ","Bhavnagar",6,1,0
370430,"GJ","Kachchh",1,0,0
370015,"GJ","Kachchh",1,0,0
364760,"GJ","Bhavnagar",6,1,0
390001,"GJ","Vadodara",9,0,0
364145,"GJ","Bhavnagar",6,1,0
370115,"GJ","Kachchh",1,0,0
370655,"GJ","Kachchh",1,0,0
364230,"GJ","Bhavnagar",6,1,0
125104,"HR","Sirsa",3,0,0
134108,"HR","Panchkula",2,0,0
132101,"HR","Panipat",4,0,0
132108,"HR","Panipat",4,0,0
134101,"HR","Panchkula",2,0,0
121010,"HR","Faridabad",6,0,0
124514,"HR","Rohtak",1,0,0
132145,"HR","Panipat",4,0,0
124401,"HR","Rohtak",1,0,0
125049,"HR","Hisar",1,0,0
134203,"HR","Panchkula",2,0,0
132106,"HR","Panipat",4,0,0
134103,"HR","Panchkula",2,0,0
125011,"HR","Hisar",1,0,0
134205,"HR","Panchkula",2,0,0
134202,"HR","Panchkula",2,0,0
134114,"HR","Panchkula",2,0,0
124411,"HR","Rohtak",1,0,0
124010,"HR","Rohtak",1,0,0
121001,"HR","Faridabad",6,0,0
125078,"HR","Sirsa",3,0,0
121002,"HR","Faridabad",6,0,0
124111,"HR","Rohtak",1,0,0
125005,"HR","Hisar",1,0,0
134116,"HR","Panchkula",2,0,0
124022,"HR","Rohtak",1,0,0
133005,"HR","Ambala",3,0,0
125076,"HR","Sirsa",3,0,0
134204,"HR","Ambala",3,0,0
125110,"HR","Sirsa",3,0,0
134118,"HR","Panchkula",2,0,0
134109,"HR","Panchkula",2,0,0
134104,"HR","Panchkula",2,0,0
124501,"HR","Rohtak",1,0,0
133203,"HR","Ambala",3,0,0
134112,"HR","Panchkula",2,0,0
124141,"HR","Rohtak",1,0,0
121106,"HR","Faridabad",6,0,0
125103,"HR","Sirsa",3,0,0
131302,"HR","Sonipat",1,0,0
134003,"HR","Ambala",3,0,0
133302,"HR","Panchkula",2,0,0
134113,"HR","Panchkula",2,0,0
134102,"HR","Panchkula",2,0,0
133101,"HR","Ambala",3,0,0
132113,"HR","Panipat",4,0,0
121003,"HR","Faridabad",6,0,0
125051,"HR","Hisar",1,0,0
125001,"HR","Hisar",1,0,0
121007,"HR","Faridabad",6,0,0
125201,"HR","Sirsa",3,0,0
125039,"HR","Hisar",1,0,0
131001,"HR","Sonipat",1,0,0
131024,"HR","Sonipat",1,0,0
125075,"HR","Sirsa",3,0,0
124513,"HR","Rohtak",1,0,0
124303,"HR","Rohtak",1,0,0
125055,"HR","Sirsa",3,0,0
133205,"HR","Ambala",3,0,0
124406,"HR","Rohtak",1,0,0
125077,"HR","Sirsa",3,0,0
124113,"HR","Rohtak",1,0,0
125102,"HR","Sirsa",3,0,0
121006,"HR","Faridabad",6,0,0
125056,"HR","Sirsa",3,0,0
134117,"HR","Panchkula",2,0,0
131103,"HR","Sonipat",1,0,0
131022,"HR","Sonipat",1,0,0
132104,"HR","Panipat",4,0,0
124112,"HR","Rohtak",1,0,0
124001,"HR","Rohtak",1,0,0
132140,"HR","Panipat",4,0,0
132102,"HR","Panipat",4,0,0
124021,"HR","Rohtak",1,0,0
133301,"HR","Panchkula",2,0,0
134107,"HR","Panchkula",2,0,0
125054,"HR","Sirsa",3,0,0
125121,"HR","Hisar",1,0,0
125038,"HR","Hisar",1,0,0
125052,"HR","Hisar",1,0,0
125113,"HR","Hisar",1,0,0
134204,"HR","Panchkula",2,0,0
125006,"HR","Hisar",1,0,0
131023,"HR","Sonipat",1,0,0
125058,"HR","Sirsa",3,0,0
131028,"HR","Sonipat",1,0,0
121008,"HR","Faridabad",6,0,0
125042,"HR","Hisar",1,0,0
131305,"HR","Sonipat",1,0,0
125037,"HR","Hisar",1,0,0
125044,"HR","Hisar",1,0,0
121004,"HR","Faridabad",6,0,0
132103,"HR","Panipat",4,0,0
134007,"HR","Ambala",3,0,0
134118,"HR","Ambala",3,0,0
125033,"HR","Hisar",1,0,0
131403,"HR","Sonipat",1,0,0
131306,"HR","Sonipat",1,0,0
124412,"HR","Rohtak",1,0,0
133104,"HR","Ambala",3,0,0
131029,"HR","Sonipat",1,0,0
131304,"HR","Sonipat",1,0,0
124404,"HR","Rohtak",1,0,0
133202,"HR","Ambala",3,0,0
132115,"HR","Panipat",4,0,0
125120,"HR","Hisar",1,0,0
134201,"HR","Ambala",3,0,0
133207,"HR","Ambala",3,0,0
121005,"HR","Faridabad",6,0,0
131301,"HR","Sonipat",1,0,0
125101,"HR","Sirsa",3,0,0
131408,"HR","Sonipat",1,0,0
125060,"HR","Sirsa",3,0,0
134202,"HR","Ambala",3,0,0
125047,"HR","Hisar",1,0,0
134203,"HR","Ambala",3,0,0
121012,"HR","Faridabad",6,0,0
132122,"HR","Panipat",4,0,0
121107,"HR","Faridabad",6,0,0
125007,"HR","Hisar",1,0,0
125004,"HR","Hisar",1,0,0
131027,"HR","Sonipat",1,0,0
132107,"HR","Panipat",4,0,0
133004,"HR","Ambala",3,0,0
133102,"HR","Ambala",3,0,0
133001,"HR","Ambala",3,0,0
131402,"HR","Sonipat",1,0,0
131409,"HR","Sonipat",1,0,0
125112,"HR","Hisar",1,0,0
121013,"HR","Faridabad",6,0,0
133201,"HR","Ambala",3,0,0
133006,"HR","Ambala",3,0,0
121103,"HR","Faridabad",6,0,0
131021,"HR","Sonipat",1,0,0
131039,"HR","Sonipat",1,0,0
134005,"HR","Ambala",3,0,0
131102,"HR","Sonipat",1,0,0
131101,"HR","Sonipat",1,0,0
121009,"HR","Faridabad",6,0,0
121101,"HR","Faridabad",6,0,0
121102,"HR","Faridabad",6,0,0
132105,"HR","Panipat",4,0,0
121105,"HR","Faridabad",6,0,0
176001,"HP","Kangra",1,1,1
176087,"HP","Kangra",1,1,1
176075,"HP","Kangra",1,1,1
176023,"HP","Kangra",1,1,1
175013,"HP","Kangra",1,1,1
176501,"HP","Kangra",1,1,1
176055,"HP","Kangra",1,1,1
176209,"HP","Kangra",1,1,1
176081,"HP","Kangra",1,1,1
177220,"HP","Una",3,0,0
177201,"HP","Una",3,0,0
176036,"HP","Kangra",1,1,1
176086,"HP","Kangra",1,1,1
176073,"HP","Kangra",1,1,1
176093,"HP","Kangra",1,1,1
177106,"HP","Kangra",1,1,1
176128,"HP","Kangra",1,1,1
176082,"HP","Kangra",1,1,1
176058,"HP","Kangra",1,1,1
177205,"HP","Una",3,0,0
174307,"HP","Una",3,0,0
177110,"HP","Una",3,0,0
174314,"HP","Una",3,0,0
176059,"HP","Kangra",1,1,1
176601,"HP","Una",3,0,0
177039,"HP","Una",3,0,0
177208,"HP","Una",3,0,0
174315,"HP","Una",3,0,0
177209,"HP","Una",3,0,0
177213,"HP","Una",3,0,0
174303,"HP","Una",3,0,0
174507,"HP","Una",3,0,0
176401,"HP","Kangra",1,1,1
176061,"HP","Kangra",1,1,1
177104,"HP","Kangra",1,1,1
176027,"HP","Kangra",1,1,1
177112,"HP","Kangra",1,1,1
176053,"HP","Kangra",1,1,1
177109,"HP","Una",3,0,0
174317,"HP","Una",3,0,0
176089,"HP","Kangra",1,1,1
176214,"HP","Kangra",1,1,1
176077,"HP","Kangra",1,1,1
176203,"HP","Kangra",1,1,1
176101,"HP","Kangra",1,1,1
177041,"HP","Una",3,0,0
176102,"HP","Kangra",1,1,1
176056,"HP","Kangra",1,1,1
176210,"HP","Kangra",1,1,1
177207,"HP","Una",3,0,0
177031,"HP","Una",3,0,0
177212,"HP","Una",3,0,0
176032,"HP","Kangra",1,1,1
176204,"HP","Kangra",1,1,1
176054,"HP","Kangra",1,1,1
176025,"HP","Kangra",1,1,1
177211,"HP","Una",3,0,0
177034,"HP","Kangra",1,1,1
177101,"HP","Kangra",1,1,1
177113,"HP","Kangra",1,1,1
176026,"HP","Kangra",1,1,1
177206,"HP","Una",3,0,0
174316,"HP","Una",3,0,0
177203,"HP","Una",3,0,0
176095,"HP","Kangra",1,1,1
176115,"HP","Kangra",1,1,1
176107,"HP","Kangra",1,1,1
177105,"HP","Kangra",1,1,1
176022,"HP","Kangra",1,1,1
177117,"HP","Kangra",1,1,1
176092,"HP","Kangra",1,1,1
176060,"HP","Kangra",1,1,1
176098,"HP","Kangra",1,1,1
176065,"HP","Kangra",1,1,1
176211,"HP","Kangra",1,1,1
176085,"HP","Kangra",1,1,1
176062,"HP","Kangra",1,1,1
176037,"HP","Kangra",1,1,1
176215,"HP","Kangra",1,1,1
176216,"HP","Kangra",1,1,1
177204,"HP","Una",3,0,0
174321,"HP","Una",3,0,0
174306,"HP","Una",3,0,0
174301,"HP","Una",3,0,0
174302,"HP","Una",3,0,0
176094,"HP","Kangra",1,1,1
176200,"HP","Kangra",1,1,1
176083,"HP","Kangra",1,1,1
177114,"HP","Kangra",1,1,1
176502,"HP","Kangra",1,1,1
176038,"HP","Kangra",1,1,1
176218,"HP","Kangra",1,1,1
176103,"HP","Kangra",1,1,1
174308,"HP","Una",3,0,0
174503,"HP","Una",3,0,0
177210,"HP","Una",3,0,0
176213,"HP","Kangra",1,1,1
174319,"HP","Una",3,0,0
177202,"HP","Una",3,0,0
174320,"HP","Una",3,0,0
177219,"HP","Una",3,0,0
176125,"HP","Kangra",1,1,1
176088,"HP","Kangra",1,1,1
176066,"HP","Kangra",1,1,1
176033,"HP","Kangra",1,1,1
177033,"HP","Kangra",1,1,1
176084,"HP","Kangra",1,1,1
176402,"HP","Kangra",1,1,1
176091,"HP","Kangra",1,1,1
176201,"HP","Kangra",1,1,1
176202,"HP","Kangra",1,1,1
176208,"HP","Kangra",1,1,1
176064,"HP","Kangra",1,1,1
176076,"HP","Kangra",1,1,1
176225,"HP","Kangra",1,1,1
176219,"HP","Kangra",1,1,1
176097,"HP","Kangra",1,1,1
176030,"HP","Kangra",1,1,1
177103,"HP","Kangra",1,1,1
176217,"HP","Kangra",1,1,1
176052,"HP","Kangra",1,1,1
177108,"HP","Kangra",1,1,1
176021,"HP","Kangra",1,1,1
177111,"HP","Kangra",1,1,1
176028,"HP","Kangra",1,1,1
177043,"HP","Kangra",1,1,1
176031,"HP","Kangra",1,1,1
177107,"HP","Kangra",1,1,1
176051,"HP","Kangra",1,1,1
176206,"HP","Kangra",1,1,1
176057,"HP","Kangra",1,1,1
176071,"HP","Kangra",1,1,1
176029,"HP","Kangra",1,1,1
176205,"HP","Kangra",1,1,1
177110,"HP","Kangra",1,1,1
176403,"HP","Kangra",1,1,1
176063,"HP","Kangra",1,1,1
176096,"HP","Kangra",1,1,1
176047,"HP","Kangra",1,1,1
191202,"JK","Srinagar",17,0,0
181131,"JK","Jammu",9,0,0
180004,"JK","Jammu",9,0,0
180010,"JK","Jammu",9,0,0
192305,"JK","Shopian",2,0,0
181121,"JK","Jammu",9,0,0
180017,"JK","Jammu",9,0,0
180011,"JK","Jammu",9,0,0
180001,"JK","Jammu",9,0,0
181203,"JK","Jammu",9,0,0
181101,"JK","Jammu",9,0,0
190015,"JK","Srinagar",17,0,0
180015,"JK","Jammu",9,0,0
180020,"JK","Jammu",9,0,0
190002,"JK","Srinagar",17,0,0
181152,"JK","Jammu",9,0,0
181145,"JK","Jammu",9,0,0
181207,"JK","Jammu",9,0,0
181141,"JK","Jammu",9,0,0
181224,"JK","Jammu",9,0,0
181122,"JK","Jammu",9,0,0
181123,"JK","Jammu",9,0,0
181221,"JK","Jammu",9,0,0
190019,"JK","Srinagar",17,0,0
180006,"JK","Jammu",9,0,0
191131,"JK","Srinagar",17,0,0
180003,"JK","Jammu",9,0,0
181102,"JK","Jammu",9,0,0
190025,"JK","Srinagar",17,0,0
191101,"JK","Srinagar",17,0,0
192121,"JK","Srinagar",17,0,0
190023,"JK","Srinagar",17,0,0
180002,"JK","Jammu",9,0,0
190008,"JK","Srinagar",17,0,0
193401,"JK","Srinagar",17,0,0
191201,"JK","Srinagar",17,0,0
190004,"JK","Srinagar",17,0,0
181205,"JK","Jammu",9,0,0
184120,"JK","Jammu",9,0,0
180019,"JK","Jammu",9,0,0
190017,"JK","Srinagar",17,0,0
190003,"JK","Srinagar",17,0,0
190011,"JK","Srinagar",17,0,0
185154,"JK","Jammu",9,0,0
181201,"JK","Jammu",9,0,0
190012,"JK","Srinagar",17,0,0
181132,"JK","Jammu",9,0,0
180013,"JK","Jammu",9,0,0
190009,"JK","Srinagar",17,0,0
180016,"JK","Jammu",9,0,0
181206,"JK","Jammu",9,0,0
180018,"JK","Jammu",9,0,0
191103,"JK","Srinagar",17,0,0
181124,"JK","Jammu",9,0,0
180009,"JK","Jammu",9,0,0
190001,"JK","Srinagar",17,0,0
190010,"JK","Srinagar",17,0,0
181143,"JK","Jammu",9,0,0
181202,"JK","Jammu",9,0,0
180007,"JK","Jammu",9,0,0
184121,"JK","Jammu",9,0,0
180005,"JK","Jammu",9,0,0
190006,"JK","Srinagar",17,0,0
190018,"JK","Srinagar",17,0,0
190020,"JK","Srinagar",17,0,0
181204,"JK","Jammu",9,0,0
191121,"JK","Srinagar",17,0,0
191203,"JK","Srinagar",17,0,0
180012,"JK","Jammu",9,0,0
191102,"JK","Srinagar",17,0,0
181111,"JK","Jammu",9,0,0
190024,"JK","Srinagar",17,0,0
181133,"JK","Jammu",9,0,0
829208,"JH","Ranchi",1,0,0
835221,"JH","Ranchi",1,0,0
835325,"JH","Ranchi",1,0,0
835210,"JH","Ranchi",1,0,0
834001,"JH","Ranchi",1,0,0
834011,"JH","Ranchi",1,0,0
835219,"JH","Ranchi",1,0,0
835222,"JH","Ranchi",1,0,0
834008,"JH","Ranchi",1,0,0
829210,"JH","Ranchi",1,0,0
829205,"JH","Ranchi",1,0,0
834003,"JH","Ranchi",1,0,0
835103,"JH","Ranchi",1,0,0
835202,"JH","Ranchi",1,0,0
835301,"JH","Ranchi",1,0,0
835209,"JH","Ranchi",1,0,0
834005,"JH","Ranchi",1,0,0
835227,"JH","Ranchi",1,0,0
835204,"JH","Ranchi",1,0,0
835225,"JH","Ranchi",1,0,0
835216,"JH","Ranchi",1,0,0
835217,"JH","Ranchi",1,0,0
835205,"JH","Ranchi",1,0,0
835102,"JH","Ranchi",1,0,0
835101,"JH","Ranchi",1,0,0
835234,"JH","Ranchi",1,0,0
835214,"JH","Ranchi",1,0,0
834010,"JH","Ranchi",1,0,0
834004,"JH","Ranchi",1,0,0
834002,"JH","Ranchi",1,0,0
834006,"JH","Ranchi",1,0,0
835215,"JH","Ranchi",1,0,0
835303,"JH","Ranchi",1,0,0
829209,"JH","Ranchi",1,0,0
834009,"JH","Ranchi",1,0,0
574239,"KA","Dakshina Kannada",8,0,0
585326,"KA","Bidar",10,0,0
585437,"KA","Bidar",10,0,0
571232,"KA","Kodagu",1,0,0
585415,"KA","Bidar",10,0,0
574222,"KA","Dakshina Kannada",8,0,0
581362,"KA","Uttara Kannada",9,0,0
575030,"KA","Dakshina Kannada",8,0,0
585414,"KA","Bidar",10,0,0
585417,"KA","Bidar",10,0,0
585331,"KA","Bidar",10,0,0
576219,"KA","Udupi",3,0,0
576210,"KA","Udupi",3,0,0
576233,"KA","Udupi",3,0,0
581401,"KA","Uttara Kannada",9,0,0
585413,"KA","Bidar",10,0,0
585330,"KA","Bidar",10,0,0
585329,"KA","Bidar",10,0,0
585416,"KA","Bidar",10,0,0
576247,"KA","Udupi",3,0,0
581356,"KA","Uttara Kannada",9,0,0
574106,"KA","Udupi",3,0,0
571216,"KA","Kodagu",1,0,0
585226,"KA","Bidar",10,0,0
585401,"KA","Bidar",10,0,0
574244,"KA","Udupi",3,0,0
576283,"KA","Udupi",3,0,0
574117,"KA","Udupi",3,0,0
576214,"KA","Udupi",3,0,0
576234,"KA","Udupi",3,0,0
585402,"KA","Bidar",10,0,0
571217,"KA","Kodagu",1,0,0
571247,"KA","Kodagu",1,0,0
571219,"KA","Kodagu",1,0,0
581359,"KA","Uttara Kannada",9,0,0
581403,"KA","Uttara Kannada",9,0,0
571234,"KA","Kodagu",1,0,0
581384,"KA","Uttara Kannada",9,0,0
577541,"KA","Chitradurga",1,0,0
580118,"KA","Dharwad",1,0,0
575011,"KA","Dakshina Kannada",8,0,0
585418,"KA","Bidar",10,0,0
576111,"KA","Udupi",3,0,0
576215,"KA","Udupi",3,0,0
571214,"KA","Kodagu",1,0,0
581363,"KA","Uttara Kannada",9,0,0
576113,"KA","Udupi",3,0,0
574150,"KA","Dakshina Kannada",8,0,0
571254,"KA","Kodagu",1,0,0
576122,"KA","Udupi",3,0,0
576216,"KA","Udupi",3,0,0
574118,"KA","Udupi",3,0,0
574107,"KA","Udupi",3,0,0
571252,"KA","Kodagu",1,0,0
571231,"KA","Kodagu",1,0,0
585403,"KA","Bidar",10,0,0
571250,"KA","Kodagu",1,0,0
577524,"KA","Chitradurga",1,0,0
574122,"KA","Udupi",3,0,0
581343,"KA","Uttara Kannada",9,0,0
581349,"KA","Uttara Kannada",9,0,0
581450,"KA","Uttara Kannada",9,0,0
585436,"KA","Bidar",10,0,0
576230,"KA","Udupi",3,0,0
574144,"KA","Udupi",3,0,0
574216,"KA","Dakshina Kannada",8,0,0
574253,"KA","Dakshina Kannada",8,0,0
581307,"KA","Uttara Kannada",9,0,0
571253,"KA","Kodagu",1,0,0
576226,"KA","Udupi",3,0,0
574314,"KA","Kodagu",1,0,0
576213,"KA","Udupi",3,0,0
571201,"KA","Kodagu",1,0,0
571212,"KA","Kodagu",1,0,0
576101,"KA","Udupi",3,0,0
574259,"KA","Dakshina Kannada",8,0,0
581129,"KA","Uttara Kannada",9,0,0
574110,"KA","Udupi",3,0,0
574119,"KA","Udupi",3,0,0
574101,"KA","Udupi",3,0,0
575017,"KA","Dakshina Kannada",8,0,0
581187,"KA","Uttara Kannada",9,0,0
581318,"KA","Uttara Kannada",9,0,0
581353,"KA","Uttara Kannada",9,0,0
581402,"KA","Uttara Kannada",9,0,0
581319,"KA","Uttara Kannada",9,0,0
581346,"KA","Uttara Kannada",9,0,0
577539,"KA","Chitradurga",1,0,0
577522,"KA","Chitradurga",1,0,0
576228,"KA","Udupi",3,0,0
576229,"KA","Udupi",3,0,0
577519,"KA","Chitradurga",1,0,0
577535,"KA","Chitradurga",1,0,0
576224,"KA","Udupi",3,0,0
574240,"KA","Dakshina Kannada",8,0,0
576117,"KA","Udupi",3,0,0
575001,"KA","Dakshina Kannada",8,0,0
571211,"KA","Kodagu",1,0,0
571251,"KA","Kodagu",1,0,0
571248,"KA","Kodagu",1,0,0
571213,"KA","Kodagu",1,0,0
571235,"KA","Kodagu",1,0,0
585353,"KA","Bidar",10,0,0
575004,"KA","Dakshina Kannada",8,0,0
574143,"KA","Dakshina Kannada",8,0,0
581337,"KA","Uttara Kannada",9,0,0
581314,"KA","Uttara Kannada",9,0,0
576121,"KA","Udupi",3,0,0
571237,"KA","Kodagu",1,0,0
574154,"KA","Dakshina Kannada",8,0,0
574324,"KA","Dakshina Kannada",8,0,0
574233,"KA","Dakshina Kannada",8,0,0
581361,"KA","Uttara Kannada",9,0,0
581453,"KA","Uttara Kannada",9,0,0
574234,"KA","Kodagu",1,0,0
574202,"KA","Dakshina Kannada",8,0,0
581330,"KA","Uttara Kannada",9,0,0
581328,"KA","Uttara Kannada",9,0,0
581195,"KA","Dharwad",1,0,0
582201,"KA","Dharwad",1,0,0
577511,"KA","Chitradurga",1,0,0
585443,"KA","Bidar",10,0,0
574227,"KA","Dakshina Kannada",8,0,0
576235,"KA","Udupi",3,0,0
574109,"KA","Udupi",3,0,0
574325,"KA","Dakshina Kannada",8,0,0
574238,"KA","Dakshina Kannada",8,0,0
576221,"KA","Udupi",3,0,0
581308,"KA","Uttara Kannada",9,0,0
576114,"KA","Udupi",3,0,0
574102,"KA","Udupi",3,0,0
581342,"KA","Uttara Kannada",9,0,0
581302,"KA","Uttara Kannada",9,0,0
577533,"KA","Chitradurga",1,0,0
581423,"KA","Uttara Kannada",9,0,0
574115,"KA","Udupi",3,0,0
571236,"KA","Kodagu",1,0,0
585421,"KA","Bidar",10,0,0
585327,"KA","Bidar",10,0,0
585411,"KA","Bidar",10,0,0
585412,"KA","Bidar",10,0,0
585444,"KA","Bidar",10,0,0
576112,"KA","Udupi",3,0,0
581303,"KA","Uttara Kannada",9,0,0
581329,"KA","Uttara Kannada",9,0,0
576102,"KA","Udupi",3,0,0
576104,"KA","Udupi",3,0,0
575028,"KA","Dakshina Kannada",8,0,0
574221,"KA","Dakshina Kannada",8,0,0
575018,"KA","Dakshina Kannada",8,0,0
574226,"KA","Dakshina Kannada",8,0,0
575020,"KA","Dakshina Kannada",8,0,0
574153,"KA","Dakshina Kannada",8,0,0
575002,"KA","Dakshina Kannada",8,0,0
576232,"KA","Udupi",3,0,0
574112,"KA","Udupi",3,0,0
574104,"KA","Udupi",3,0,0
577545,"KA","Chitradurga",1,0,0
577558,"KA","Chitradurga",1,0,0
577538,"KA","Chitradurga",1,0,0
581323,"KA","Uttara Kannada",9,0,0
577598,"KA","Chitradurga",1,0,0
585419,"KA","Bidar",10,0,0
585328,"KA","Bidar",10,0,0
576218,"KA","Udupi",3,0,0
576225,"KA","Udupi",3,0,0
576231,"KA","Udupi",3,0,0
575006,"KA","Dakshina Kannada",8,0,0
574248,"KA","Dakshina Kannada",8,0,0
581334,"KA","Uttara Kannada",9,0,0
574105,"KA","Udupi",3,0,0
574211,"KA","Dakshina Kannada",8,0,0
574199,"KA","Dakshina Kannada",8,0,0
581324,"KA","Uttara Kannada",9,0,0
577523,"KA","Chitradurga",1,0,0
576103,"KA","Udupi",3,0,0
576124,"KA","Udupi",3,0,0
574220,"KA","Dakshina Kannada",8,0,0
574219,"KA","Dakshina Kannada",8,0,0
574313,"KA","Dakshina Kannada",8,0,0
574217,"KA","Dakshina Kannada",8,0,0
575025,"KA","Dakshina Kannada",8,0,0
574235,"KA","Dakshina Kannada",8,0,0
574129,"KA","Udupi",3,0,0
576201,"KA","Udupi",3,0,0
577515,"KA","Chitradurga",1,0,0
574231,"KA","Dakshina Kannada",8,0,0
577536,"KA","Chitradurga",1,0,0
577555,"KA","Chitradurga",1,0,0
577596,"KA","Chitradurga",1,0,0
577542,"KA","Chitradurga",1,0,0
577518,"KA","Chitradurga",1,0,0
577526,"KA","Chitradurga",1,0,0
577529,"KA","Chitradurga",1,0,0
574210,"KA","Dakshina Kannada",8,0,0
574260,"KA","Dakshina Kannada",8,0,0
581335,"KA","Uttara Kannada",9,0,0
580007,"KA","Dharwad",1,0,0
580005,"KA","Dharwad",1,0,0
581357,"KA","Uttara Kannada",9,0,0
575019,"KA","Dakshina Kannada",8,0,0
581347,"KA","Uttara Kannada",9,0,0
576105,"KA","Udupi",3,0,0
576217,"KA","Udupi",3,0,0
585227,"KA","Bidar",10,0,0
581338,"KA","Uttara Kannada",9,0,0
581412,"KA","Uttara Kannada",9,0,0
581421,"KA","Uttara Kannada",9,0,0
574111,"KA","Udupi",3,0,0
574241,"KA","Dakshina Kannada",8,0,0
577540,"KA","Chitradurga",1,0,0
580026,"KA","Dharwad",1,0,0
574213,"KA","Dakshina Kannada",8,0,0
574212,"KA","Dakshina Kannada",8,0,0
581350,"KA","Uttara Kannada",9,0,0
581360,"KA","Uttara Kannada",9,0,0
581339,"KA","Uttara Kannada",9,0,0
576220,"KA","Udupi",3,0,0
574116,"KA","Udupi",3,0,0
576115,"KA","Udupi",3,0,0
581344,"KA","Uttara Kannada",9,0,0
576257,"KA","Udupi",3,0,0
574113,"KA","Udupi",3,0,0
576212,"KA","Udupi",3,0,0
581317,"KA","Uttara Kannada",9,0,0
581358,"KA","Uttara Kannada",9,0,0
577521,"KA","Chitradurga",1,0,0
581352,"KA","Uttara Kannada",9,0,0
581331,"KA","Uttara Kannada",9,0,0
581327,"KA","Uttara Kannada",9,0,0
571218,"KA","Kodagu",1,0,0
571249,"KA","Kodagu",1,0,0
571215,"KA","Kodagu",1,0,0
581345,"KA","Uttara Kannada",9,0,0
577520,"KA","Chitradurga",1,0,0
581365,"KA","Uttara Kannada",9,0,0
581354,"KA","Uttara Kannada",9,0,0
577597,"KA","Chitradurga",1,0,0
574236,"KA","Dakshina Kannada",8,0,0
575007,"KA","Dakshina Kannada",8,0,0
581206,"KA","Dharwad",1,0,0
574145,"KA","Dakshina Kannada",8,0,0
575008,"KA","Dakshina Kannada",8,0,0
574224,"KA","Dakshina Kannada",8,0,0
581355,"KA","Uttara Kannada",9,0,0
580030,"KA","Dharwad",1,0,0
580003,"KA","Dharwad",1,0,0
580009,"KA","Dharwad",1,0,0
574242,"KA","Dakshina Kannada",8,0,0
576211,"KA","Udupi",3,0,0
574328,"KA","Dakshina Kannada",8,0,0
581336,"KA","Uttara Kannada",9,0,0
581204,"KA","Dharwad",1,0,0
581322,"KA","Uttara Kannada",9,0,0
574225,"KA","Dakshina Kannada",8,0,0
574148,"KA","Dakshina Kannada",8,0,0
574108,"KA","Udupi",3,0,0
